instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,exp_block,prob_left,prob_right,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,exp_loc,att_loc,probe_loc,is_valid,trial_type,instr_txt.started,instr_txt.stopped,Fix_Example_2.started,Fix_Example_2.stopped,instr_resp.keys,instr_resp.rt,instr_resp.started,instr_resp.stopped,end_break.keys,end_break.started,end_break.stopped,break_text.started,break_text.stopped,block_count.started,block_count.stopped,cat_accuracy.started,cat_accuracy.stopped,countdown_timer.started,countdown_timer.stopped,place_right.started,place_right.stopped,place_left.started,place_left.stopped,long_back_R.started,long_back_R.stopped,hi_back_R.started,hi_back_R.stopped,hi_back_L.started,hi_back_L.stopped,long_back_L.started,long_back_L.stopped,ITI,place_left_3.started,place_left_3.stopped,place_right_3.started,place_right_3.stopped,long_back_R_3.started,long_back_R_3.stopped,hi_back_R_3.started,hi_back_R_3.stopped,hi_back_L_3.started,hi_back_L_3.stopped,long_back_L_3.started,long_back_L_3.stopped,pre_cue_fix_2.started,pre_cue_fix_2.stopped,place_right_5.started,place_right_5.stopped,place_left_5.started,place_left_5.stopped,long_back_R_5.started,long_back_R_5.stopped,hi_back_R_5.started,hi_back_R_5.stopped,hi_back_L_5.started,hi_back_L_5.stopped,long_back_L_5.started,long_back_L_5.stopped,att_left_2.started,att_left_2.stopped,att_right_2.started,att_right_2.stopped,att_cue_fix_3.started,att_cue_fix_3.stopped,stim_left,stim_right,place_right_4.started,place_right_4.stopped,place_left_4.started,place_left_4.stopped,long_back_R_4.started,long_back_R_4.stopped,hi_back_R_4.started,hi_back_R_4.stopped,hi_back_L_4.started,hi_back_L_4.stopped,long_back_L_4.started,long_back_L_4.stopped,post_cue_fix2.started,post_cue_fix2.stopped,place_right_2.started,place_right_2.stopped,place_left_2.started,place_left_2.stopped,long_back_R_2.started,long_back_R_2.stopped,hi_back_R_2.started,hi_back_R_2.stopped,hi_back_L_2.started,hi_back_L_2.stopped,long_back_L_2.started,long_back_L_2.stopped,stim_left_2.started,stim_left_2.stopped,stim_right_2.started,stim_right_2.stopped,stim_fix_2.started,stim_fix_2.stopped,post_stim_fix.started,post_stim_fix.stopped,place_left_7.started,place_left_7.stopped,place_right_7.started,place_right_7.stopped,long_back_R_7.started,long_back_R_7.stopped,hi_back_R_7.started,hi_back_R_7.stopped,hi_back_L_7.started,hi_back_L_7.stopped,long_back_L_7.started,long_back_L_7.stopped,subject,session,EyeTrack,ExpMon,HPColor,Control,feedback,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,95.20255465700757,None,95.20255465700757,None,7,0.1420365710509941,95.20255465700757,None,None,None,None,None,None,None,None,None,None,None,None,95.49991126905661,None,95.49991126905661,None,95.49991126905661,None,95.49991126905661,None,95.49991126905661,None,95.49991126905661,None,1.0,98.51799331104849,None,98.51799331104849,None,98.51799331104849,None,98.51799331104849,None,98.51799331104849,None,98.51799331104849,None,98.51799331104849,None,99.54579294496216,None,99.54579294496216,None,99.54579294496216,None,99.54579294496216,None,99.54579294496216,None,99.54579294496216,None,99.54579294496216,None,99.54579294496216,None,99.54579294496216,None,../images/OH2scram.npy,../images/HH2scram.npy,99.6022098660469,None,99.6022098660469,None,99.6022098660469,None,99.6022098660469,None,99.6022098660469,None,99.6022098660469,None,99.6022098660469,None,100.51401237898972,None,100.51401237898972,None,100.51401237898972,None,100.51401237898972,None,100.51401237898972,None,100.51401237898972,None,100.51401237898972,None,100.51401237898972,None,100.51401237898972,None,100.58832489803899,None,100.58832489803899,None,100.58832489803899,None,100.58832489803899,None,100.58832489803899,None,100.58832489803899,None,100.58832489803899,None,,,,,,,,,,,,
