subject,Attended_Expect Real,Attended_Expect Scrambled,Unattended_Expect Real,Unattended_Expect Scrambled
P57,0.23076923076923078,0.18181818181818182,0.16666666666666666,0.1111111111111111
P58,0.47058823529411764,0.16666666666666666,0.35294117647058826,0.5
P59,0.25,0.3333333333333333,0.4444444444444444,0.4
P61,0.3333333333333333,0.0,0.3333333333333333,0.0
P62,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.375
P63,0.4,0.75,0.21428571428571427,0.25
