subject,Attended_Expect Real,Attended_Expect Scrambled,Unattended_Expect Real,Unattended_Expect Scrambled
P57,0.1111111111111111,0.21052631578947367,0.42857142857142855,0.3333333333333333
P58,0.5,0.35714285714285715,0.25,0.16666666666666666
P59,0.3157894736842105,0.21052631578947367,0.36363636363636365,0.45454545454545453
P61,0.6666666666666666,0.5,0.4,0.25
P62,0.3125,0.3870967741935484,0.2,0.0
P63,0.2222222222222222,0.34615384615384615,0.14285714285714285,0.4166666666666667
