subject,Attended_Expect Real,Attended_Expect Scrambled,Unattended_Expect Real,Unattended_Expect Scrambled
P57,0.2222222222222222,0.2978723404255319,0.25,0.15
P58,0.23076923076923078,0.21428571428571427,0.6666666666666666,0.65
P59,0.625,0.32558139534883723,0.5,0.2608695652173913
P61,0.0,0.14285714285714285,0.4,0.43478260869565216
P62,0.5833333333333334,0.4411764705882353,0.4,0.24
P63,0.08333333333333333,0.40425531914893614,0.5,0.36363636363636365
