subject,Attended_Expect Real,Attended_Expect Scrambled,Unattended_Expect Real,Unattended_Expect Scrambled
P57,0.6642068608561731,0.4368241315198105,0.7004992857160598,0.2719319693579119
P58,1.4918220788097418,1.357122729080273,-0.2778395612197899,0.37739194382855384
P59,0.885505192167709,1.1106873714272285,0.07984284810249795,0.5244005127080409
P61,2.89275490797137,3.5245362654008123,0.8977715262199311,0.20271189231531395
P62,0.7374447344450732,1.034739993516397,-0.058478680025287444,0.4456971438191361
P63,0.8884027864990992,1.4123758852209778,0.943340765761417,1.3876353969964748
