subject,Attended_Expect Real,Attended_Expect Scrambled,Unattended_Expect Real,Unattended_Expect Scrambled
P57,0.4,0.35135135135135137,0.25,0.22727272727272727
P58,0.1111111111111111,0.25,0.25,0.14285714285714285
P59,0.4444444444444444,0.34146341463414637,0.16666666666666666,0.30434782608695654
P61,0.0,0.043478260869565216,0.2,0.14285714285714285
P62,0.8181818181818182,0.5909090909090909,0.2,0.25
P63,0.36363636363636365,0.23684210526315788,0.4,0.2916666666666667
