subject,Attended_Expect Real,Attended_Expect Scrambled,Unattended_Expect Real,Unattended_Expect Scrambled
P57,0.3333333333333333,0.35294117647058826,0.2222222222222222,0.18181818181818182
P58,0.6111111111111112,0.4444444444444444,0.391304347826087,0.2857142857142857
P59,0.3,0.3333333333333333,0.2727272727272727,0.3333333333333333
P61,1.0,,0.5,0.5714285714285714
P62,0.2222222222222222,0.0,0.23529411764705882,0.2
P63,0.4,0.2857142857142857,0.2,0.25
