subject,Attended_Expect Real,Attended_Expect Scrambled,Unattended_Expect Real,Unattended_Expect Scrambled
P57,0.6,0.2692307692307692,0.2222222222222222,0.3333333333333333
P58,0.18518518518518517,0.26666666666666666,0.5,0.6923076923076923
P59,0.5833333333333334,0.48,0.6875,0.2857142857142857
P61,0.27586206896551724,0.05,0.45454545454545453,0.2222222222222222
P62,0.5333333333333333,0.4090909090909091,0.46153846153846156,0.16666666666666666
P63,0.65,0.32,0.2222222222222222,0.16666666666666666
